resume_uploaded,karma,batch_resume_uploaded_pct,event_fomo_score,should_nudge_resume,should_nudge_event
0,321.0,89,0.41,1,0
0,84.0,82,0.42,1,0
1,89.0,77,0.63,0,1
0,178.0,89,0.71,1,1
1,223.0,67,0.83,0,1
1,427.0,84,0.7,0,1
1,448.0,89,0.78,0,1
1,393.0,87,0.77,0,1
1,66.0,91,0.58,0,1
0,445.0,80,0.22,0,0
0,350.0,70,0.43,0,0
1,170.0,60,0.52,0,1
0,450.0,60,0.51,0,1
1,187.0,63,0.53,0,1
0,245.0,64,0.67,0,1
1,75.0,77,0.75,0,1
0,302.0,85,0.48,1,0
0,155.0,88,0.41,1,0
0,322.0,67,0.87,0,1
1,393.0,61,0.69,0,1
0,150.0,69,0.64,0,1
0,478.0,63,0.37,0,0
1,480.0,66,0.45,0,0
0,438.0,70,0.41,0,0
1,306.0,86,0.43,0,0
0,491.0,88,0.61,1,1
1,104.0,65,0.8,0,1
1,102.0,65,0.41,0,0
0,139.0,68,0.66,0,1
0,222.0,79,0.85,0,1
0,183.0,87,0.61,1,1
0,255.0,65,0.72,0,1
0,169.0,77,0.88,0,1
0,248.0,76,0.88,0,1
0,98.0,69,0.59,0,1
0,186.0,81,0.66,1,1
0,380.0,90,0.61,1,1
1,61.0,66,0.67,0,1
0,307.0,62,0.45,0,0
1,387.0,64,0.87,0,1
0,426.0,77,0.58,0,1
1,462.0,75,0.57,0,1
0,90.0,80,0.42,0,0
1,478.0,67,0.74,0,1
0,126.0,85,0.44,1,0
1,162.0,91,0.88,0,1
1,73.0,81,0.44,0,0
0,240.0,71,0.55,0,1
1,264.0,89,0.61,0,1
1,277.0,84,0.78,0,1
0,474.0,84,0.54,1,1
1,488.0,65,0.77,0,1
0,131.0,86,0.45,1,0
1,332.0,87,0.78,0,1
1,266.0,66,0.83,0,1
0,370.0,72,0.76,0,1
0,265.0,93,0.61,1,1
0,403.0,75,0.87,0,1
0,373.0,84,0.31,1,0
0,99.0,63,0.45,0,0
0,124.0,79,0.71,0,1
0,465.0,73,0.86,0,1
0,102.0,65,0.77,0,1
1,300.0,66,0.86,0,1
1,440.0,76,0.61,0,1
0,149.0,78,0.68,0,1
0,164.0,68,0.59,0,1
1,251.0,62,0.88,0,1
0,359.0,88,0.85,1,1
1,108.0,71,0.65,0,1
0,179.0,94,0.79,1,1
0,140.0,78,0.86,0,1
1,53.0,94,0.85,0,1
1,217.0,95,0.51,0,1
1,376.0,87,0.63,0,1
1,189.0,65,0.43,0,0
0,215.0,89,0.57,1,1
1,223.0,70,0.48,0,0
1,237.0,62,0.3,0,0
1,185.0,88,0.43,0,0
0,253.0,63,0.65,0,1
0,456.0,71,0.36,0,0
0,250.0,74,0.58,0,1
0,145.0,64,0.38,0,0
0,468.0,75,0.77,0,1
1,349.0,81,0.53,0,1
0,426.0,70,0.71,0,1
1,453.0,64,0.74,0,1
0,142.0,75,0.87,0,1
0,167.0,61,0.43,0,0
1,163.0,95,0.82,0,1
1,148.0,80,0.68,0,1
1,110.0,74,0.7,0,1
1,94.0,63,0.38,0,0
0,499.0,60,0.7,0,1
1,178.0,66,0.68,0,1
0,97.0,78,0.55,0,1
1,241.0,94,0.59,0,1
1,259.0,89,0.88,0,1
1,347.0,74,0.75,0,1
0,292.0,64,0.27,0,0
0,304.0,81,0.82,1,1
0,350.0,69,0.87,0,1
0,245.0,80,0.69,0,1
0,159.0,80,0.76,0,1
1,491.0,75,0.82,0,1
1,227.0,66,0.81,0,1
0,352.0,91,0.64,1,1
1,177.0,77,0.23,0,0
1,382.0,90,0.82,0,1
1,150.0,68,0.78,0,1
1,84.0,91,0.85,0,1
0,448.0,83,0.76,1,1
0,335.0,80,0.71,0,1
1,317.0,89,0.22,0,0
0,378.0,91,0.41,1,0
0,241.0,87,0.5,1,1
0,144.0,61,0.6,0,1
1,214.0,70,0.31,0,0
0,383.0,92,0.78,1,1
1,135.0,65,0.72,0,1
1,470.0,94,0.64,0,1
1,339.0,79,0.86,0,1
1,77.0,87,0.59,0,1
1,399.0,80,0.69,0,1
0,342.0,70,0.53,0,1
0,113.0,93,0.8,1,1
1,208.0,70,0.49,0,0
0,469.0,81,0.81,1,1
1,71.0,84,0.7,0,1
0,113.0,82,0.7,1,1
1,419.0,80,0.65,0,1
0,354.0,75,0.62,0,1
1,401.0,62,0.75,0,1
0,232.0,87,0.72,1,1
0,464.0,81,0.75,1,1
0,115.0,71,0.85,0,1
0,58.0,89,0.85,1,1
0,283.0,73,0.71,0,1
0,236.0,85,0.26,1,0
0,497.0,83,0.2,1,0
1,184.0,67,0.44,0,0
0,96.0,73,0.82,0,1
0,71.0,68,0.77,0,1
0,122.0,94,0.53,1,1
1,227.0,80,0.3,0,0
0,182.0,85,0.76,1,1
1,454.0,84,0.61,0,1
0,105.0,69,0.59,0,1
0,122.0,77,0.8,0,1
1,215.0,86,0.74,0,1
0,335.0,61,0.9,0,1
0,451.0,93,0.36,1,0
0,469.0,70,0.35,0,0
1,410.0,63,0.51,0,1
0,61.0,91,0.3,1,0
0,334.0,88,0.4,1,0
0,327.0,87,0.27,1,0
0,58.0,82,0.82,1,1
0,432.0,64,0.67,0,1
1,110.0,93,0.82,0,1
0,103.0,91,0.78,1,1
1,160.0,74,0.28,0,0
1,325.0,86,0.62,0,1
0,222.0,90,0.86,1,1
0,449.0,75,0.82,0,1
1,371.0,67,0.36,0,0
0,59.0,61,0.33,0,0
1,147.0,89,0.69,0,1
0,225.0,75,0.29,0,0
0,275.0,72,0.69,0,1
0,81.0,74,0.56,0,1
1,252.0,95,0.79,0,1
1,134.0,60,0.47,0,0
0,373.0,82,0.22,1,0
1,86.0,91,0.73,0,1
0,452.0,60,0.82,0,1
0,234.0,89,0.86,1,1
1,162.0,94,0.71,0,1
1,400.0,81,0.34,0,0
0,419.0,72,0.7,0,1
0,185.0,92,0.71,1,1
0,206.0,60,0.9,0,1
1,257.0,68,0.85,0,1
0,107.0,77,0.88,0,1
0,138.0,88,0.58,1,1
0,367.0,75,0.41,0,0
1,379.0,62,0.39,0,0
0,331.0,76,0.82,0,1
1,260.0,88,0.68,0,1
0,339.0,79,0.67,0,1
0,456.0,72,0.81,0,1
1,308.0,83,0.79,0,1
0,497.0,84,0.61,1,1
0,425.0,76,0.73,0,1
1,163.0,80,0.62,0,1
0,232.0,94,0.7,1,1
0,116.0,63,0.69,0,1
0,341.0,72,0.82,0,1
0,421.0,74,0.77,0,1
0,250.0,76,0.74,0,1
0,306.0,61,0.57,0,1
0,280.0,95,0.41,1,0
0,227.0,63,0.87,0,1
1,124.0,60,0.3,0,0
0,225.0,62,0.21,0,0
0,108.0,94,0.63,1,1
0,225.0,67,0.86,0,1
1,310.0,87,0.77,0,1
1,326.0,71,0.8,0,1
1,84.0,72,0.37,0,0
1,99.0,68,0.58,0,1
0,451.0,68,0.79,0,1
1,415.0,70,0.23,0,0
1,425.0,75,0.41,0,0
1,407.0,82,0.31,0,0
1,352.0,86,0.18,0,0
1,222.0,64,0.71,0,1
0,67.0,87,0.53,1,1
1,137.0,81,0.79,0,1
0,301.0,62,0.3,0,0
0,221.0,73,0.32,0,0
0,208.0,86,0.43,1,0
0,481.0,85,0.61,1,1
0,78.0,78,0.73,0,1
0,489.0,69,0.28,0,0
1,470.0,77,0.77,0,1
0,450.0,93,0.91,1,1
0,170.0,90,0.39,1,0
0,366.0,84,0.21,1,0
1,114.0,72,0.33,0,0
1,206.0,92,0.65,0,1
0,254.0,94,0.48,1,0
1,257.0,64,0.57,0,1
0,156.0,89,0.73,1,1
0,214.0,60,0.73,0,1
1,398.0,74,0.81,0,1
0,69.0,90,0.23,1,0
1,467.0,68,0.55,0,1
1,121.0,74,0.85,0,1
1,194.0,69,0.55,0,1
1,339.0,89,0.64,0,1
1,475.0,93,0.31,0,0
1,94.0,65,0.44,0,0
1,175.0,83,0.71,0,1
0,248.0,88,0.38,1,0
0,196.0,67,0.76,0,1
0,352.0,75,0.63,0,1
1,302.0,95,0.89,0,1
1,157.0,78,0.68,0,1
0,369.0,70,0.37,0,0
0,465.0,94,0.8,1,1
1,187.0,85,0.79,0,1
0,460.0,87,0.65,1,1
1,422.0,69,0.49,0,0
0,51.0,82,0.2,1,0
1,482.0,62,0.76,0,1
0,411.0,62,0.5,0,1
1,216.0,83,0.82,0,1
0,169.0,66,0.53,0,1
1,248.0,70,0.52,0,1
